Epoch,LR,Time(s),Tr_Loss,Tr_MSE_Dev,Tr_PCC_Dev,Tr_SCC_Dev,Tr_MSE_Hk,Tr_PCC_Hk,Tr_SCC_Hk,Val_Loss,Val_MSE_Dev,Val_PCC_Dev,Val_SCC_Dev,Val_MSE_Hk,Val_PCC_Hk,Val_SCC_Hk
1,1e-06,37.05925679206848,11.371631406345253,2.3745903968811035,0.08030935,0.09472962549124618,2.7001607418060303,0.057720065,0.032560347846798454,11.243317139615911,2.285539150238037,0.14011918,0.14704700645573734,2.844115972518921,0.1040199,0.08180137313873473
2,5.09e-05,36.54697322845459,9.888163845881452,1.8835350275039673,0.43140402,0.4247134348459719,1.8749051094055176,0.55226284,0.42606949080326845,9.384705584937198,1.7012436389923096,0.5139172,0.5089423953870698,1.6035794019699097,0.6637882,0.5182788906808432
3,0.0001008,36.5141077041626,8.962553048566718,1.5700328350067139,0.56687635,0.5452204372342628,1.4900176525115967,0.66889834,0.4992414868889623,8.710334250196494,1.4859658479690552,0.6005775,0.5777624263138489,1.4597923755645752,0.7009901,0.5457064156321837
4,0.0001507,36.532941579818726,8.415821577736626,1.441102147102356,0.614029,0.5838775437805573,1.3836497068405151,0.6977427,0.5214958308187863,8.36756035765022,1.4073753356933594,0.6254258,0.5988125308054716,1.4269765615463257,0.71208704,0.5549400964232722
5,0.00020060000000000002,36.55147385597229,8.221812130288951,1.3867253065109253,0.6330235,0.5994986532866595,1.3280421495437622,0.7123314,0.5355968305018988,8.37589461855739,1.4624577760696411,0.6293727,0.5977111766277551,1.394700050354004,0.71930957,0.5583285320278387
6,0.00025050000000000007,36.587419271469116,8.027178100230389,1.3443500995635986,0.6472689,0.609776004609324,1.2897807359695435,0.7221973,0.5451650457625012,8.236636420944098,1.4376013278961182,0.63263476,0.6015022998595245,1.4226148128509521,0.71551585,0.5594438086256432
7,0.0003004000000000001,36.5030300617218,7.915128414730502,1.3119395971298218,0.6580004,0.6182085364062502,1.2554343938827515,0.73103416,0.5529830496154545,8.204686864608904,1.4171898365020752,0.6372286,0.6097117070545701,1.3800214529037476,0.71978354,0.5677316522464151
8,0.0003503000000000001,36.52510619163513,7.849217108804768,1.293105125427246,0.66411865,0.6225769750056072,1.237463355064392,0.73559123,0.5575888622851953,8.087748546191323,1.3811850547790527,0.6341256,0.6039493354806943,1.4663561582565308,0.71192944,0.5616697379154899
9,0.00040020000000000013,36.565410137176514,7.5590489008769595,1.2741018533706665,0.67035055,0.6268724379333939,1.2177830934524536,0.74050194,0.5615780576698264,7.67808829740788,1.3675440549850464,0.6394329,0.6077207619277855,1.3698378801345825,0.7229563,0.5579877630288892
10,0.0004501000000000002,36.681493520736694,7.242588474696138,1.2506146430969238,0.6778449,0.6341957839410548,1.2039271593093872,0.74394953,0.5650948163802778,7.403077734965305,1.3911930322647095,0.6349216,0.6036844807109669,1.3602371215820312,0.72584605,0.5663222534715897
11,0.0005,36.62469029426575,6.93371967980422,1.2278724908828735,0.68507004,0.6394716973805515,1.1832658052444458,0.74908406,0.5719483708132048,7.209748819269863,1.365882396697998,0.6403702,0.6094004589558206,1.3755228519439697,0.72571456,0.5631679539458618
12,0.0004998480113412644,36.711299657821655,6.619718040880344,1.1888408660888672,0.6972765,0.6487020657657665,1.1417888402938843,0.75929105,0.5833671330711984,7.090211683686566,1.48643159866333,0.6282085,0.5988825938666082,1.4119882583618164,0.72137713,0.5539985862060288
13,0.0004993922305398261,36.62044882774353,6.368829406575792,1.1505173444747925,0.70899534,0.6591647535769579,1.1087621450424194,0.76731354,0.5938905895268702,6.80991898539738,1.3920893669128418,0.6313503,0.6019631925664185,1.3672397136688232,0.7292818,0.5710731822664198
