Epoch,LR,Time(s),Tr_Loss,Tr_MSE_Dev,Tr_PCC_Dev,Tr_SCC_Dev,Tr_MSE_Hk,Tr_PCC_Hk,Tr_SCC_Hk,Val_Loss,Val_MSE_Dev,Val_PCC_Dev,Val_SCC_Dev,Val_MSE_Hk,Val_PCC_Hk,Val_SCC_Hk
19,0.0004903347931366106,89.93148636817932,3.159657631595172,0.776547372341156,0.8155255,0.820088760057496,0.6925625205039978,0.86225545,0.8113858710137201,2.5075718609958204,0.4665739834308624,0.8989738,0.8989319596037371,0.305453896522522,0.9455821,0.9218571578075619
20,0.00048778860081564085,89.32300901412964,3.090803123087963,0.7554928660392761,0.821025,0.8263227190069382,0.6601287722587585,0.86912143,0.8220706079230734,2.352631465783988,0.3749968111515045,0.9157767,0.9230385140184807,0.25044605135917664,0.95589995,0.9352851817825975
21,0.0004849533088860841,89.68412041664124,3.070645922804902,0.7495453953742981,0.822569,0.8268161269423344,0.657407820224762,0.8697071,0.8238089594707199,2.4364101828687263,0.36192455887794495,0.92082804,0.9300836324537655,0.28554996848106384,0.9526254,0.9356327462738586
22,0.00048183237171441344,89.77131700515747,3.041454226326776,0.7406545281410217,0.8248967,0.8277568566846771,0.6419010162353516,0.8730151,0.8259933349199754,2.4309270924231323,0.39215460419654846,0.91849935,0.9299629950374375,0.30654531717300415,0.9491712,0.9221616094864663
23,0.00047842959168182885,89.78636360168457,2.9635214343482423,0.7045208215713501,0.8342407,0.8390755643162241,0.6028189063072205,0.8811795,0.8377876337974768,2.332754010486579,0.35348793864250183,0.92693126,0.9349889485010326,0.24195006489753723,0.9578163,0.9406454572331746
24,0.0004747491145516421,89.83225226402283,2.9365132653516706,0.6959477066993713,0.8364754,0.839202422617528,0.596603512763977,0.882519,0.8398333889495329,2.2658075826051114,0.3156575858592987,0.93007576,0.9380698002785544,0.22551870346069336,0.9617864,0.9430075261810235
25,0.00047079542441830224,89.82994794845581,2.911247718236293,0.6838222146034241,0.8396341,0.8430899854984252,0.5851569771766663,0.8849147,0.8446921976383333,2.244968908703442,0.3067314624786377,0.93123347,0.9406248531311039,0.2380225658416748,0.9577273,0.9371266726729662
26,0.00046657333824421743,89.83241844177246,2.951256011748818,0.7008635997772217,0.83518124,0.8374551639707579,0.61036616563797,0.87958384,0.8362249010884345,2.4155110331571303,0.363253653049469,0.9294645,0.9379397192152292,0.27333253622055054,0.95750755,0.9339439384191422
27,0.00046208799999102816,89.90314888954163,2.8954843962083725,0.6801188588142395,0.8405473,0.8440916347520001,0.5777538418769836,0.8864607,0.846295918302388,2.2542054994252623,0.32004645466804504,0.92830205,0.9369554523716725,0.2441529929637909,0.9578157,0.9411306731306789
28,0.00045734487435248277,89.77835130691528,2.873548240023651,0.6695404052734375,0.8432126,0.8456581968942685,0.579452395439148,0.8860934,0.8467858418533208,2.254879145590519,0.32113322615623474,0.9307415,0.9369965362440725,0.24515169858932495,0.9575732,0.9406598460846113
29,0.00045234974009654926,89.92969965934753,2.8934075470095113,0.6785933971405029,0.84087574,0.8437636164041918,0.5870386958122253,0.88447034,0.8438847558746386,2.2353745114841512,0.3143967390060425,0.9324268,0.9385185926503691,0.2246454805135727,0.9623318,0.9462725578040706
30,0.00044710868302487704,89.94581389427185,2.889625305886424,0.6793189644813538,0.8406816,0.8428406600190513,0.5912635922431946,0.88359034,0.8395702393583157,2.2109551958418376,0.3213132917881012,0.92818785,0.9343104131370499,0.22352993488311768,0.9620631,0.9429725189540074
31,0.0004416280885581849,89.86993980407715,2.8566507675094583,0.6705754399299622,0.84292173,0.8457414575044712,0.5732961893081665,0.88735366,0.8462000372207057,2.2561916715440007,0.3344857096672058,0.9266365,0.9286638965538218,0.24832797050476074,0.96235245,0.9479700330565776
32,0.00043591463395660973,89.90182757377625,2.8584821975069734,0.6691014170646667,0.8432562,0.8453666112882683,0.5822640061378479,0.8854985,0.8450307685900537,2.263643331294992,0.32405251264572144,0.93224543,0.9434325853326526,0.24015022814273834,0.9616569,0.9460486246698891
33,0.0004299752801844933,89.89692616462708,2.8397931168718342,0.6635945439338684,0.84474623,0.8473318215930453,0.5783395767211914,0.8863261,0.8456264384749272,2.1692643010325403,0.2977316379547119,0.934155,0.9409307666687279,0.20493364334106445,0.96464485,0.948295349035979
34,0.0004238172634295197,89.93296957015991,2.773985509003667,0.6361551284790039,0.8516414,0.8555058256037087,0.5435510873794556,0.8935503,0.8554290338543835,2.1578847754433554,0.29868587851524353,0.9334848,0.9402164859400689,0.20327366888523102,0.96569026,0.9497141038671076
35,0.000417448086286535,89.93589115142822,2.789509005167941,0.6410818099975586,0.85041857,0.854044769591686,0.5560929775238037,0.8909354,0.8526813018840019,2.1463499937088053,0.3239438831806183,0.927445,0.93297482096554,0.18246980011463165,0.9679165,0.9522806472356372
36,0.0004108755086167914,89.92426037788391,2.7723812475490264,0.6435123682022095,0.849791,0.851951493115378,0.5393988490104675,0.8944167,0.8548968481534652,2.158376108368894,0.3204689621925354,0.929456,0.933934486592227,0.2061123549938202,0.96346664,0.942018921342468
37,0.0004041075380937516,89.92825293540955,2.7984935073902606,0.6450115442276001,0.84949106,0.8528251988693853,0.5687139630317688,0.88831866,0.8498284142187128,2.1531940072694082,0.3238060176372528,0.92850447,0.9354731330025509,0.19107790291309357,0.9670013,0.9507234090888398
38,0.00039715242044697195,89.71436333656311,2.7667787575329648,0.6384662389755249,0.8510678,0.8530745277295704,0.54627525806427,0.8929877,0.8524765560868577,2.1487332413635554,0.2960091829299927,0.93692315,0.941985729786038,0.1999223679304123,0.9662308,0.9489255977454323
39,0.0003900186294159512,90.2026538848877,2.7470399186708225,0.6296610832214355,0.8533068,0.8565125769491528,0.5382174849510193,0.8946433,0.854080782715376,2.1269378364394678,0.2959613502025604,0.9342671,0.9429458589339776,0.19824303686618805,0.96509683,0.9476710622537519
40,0.0003827148564261845,89.91361331939697,2.7564347438998866,0.6367223262786865,0.8514564,0.8538741751994704,0.5435713529586792,0.89355254,0.8531271120031756,2.146792378635985,0.30285191535949707,0.9334207,0.9386963739062983,0.20288413763046265,0.9648477,0.9515729704076484
41,0.0003752499999999999,89.91993284225464,2.757250833471527,0.645490288734436,0.8492525,0.8502594847332942,0.5407759547233582,0.89415216,0.8523836675706254,2.139366494807111,0.32763880491256714,0.9266623,0.9287017049665709,0.1957409679889679,0.96633005,0.950227290459819
42,0.0003676331549150796,90.05077171325684,2.7392280299482383,0.6382921934127808,0.8511127,0.8540881421010673,0.5314673781394958,0.8960401,0.8547487926941245,2.1410281519952123,0.322913259267807,0.9285123,0.9315179983707909,0.21522404253482819,0.9616645,0.9426165680984301
43,0.00035987360112387466,89.89620733261108,2.7123513055089044,0.6198419332504272,0.855755,0.8587703681460345,0.52387934923172,0.89761674,0.8571144818873597,2.1068183007074572,0.30906230211257935,0.9307389,0.9342584476818706,0.19348153471946716,0.96618724,0.9500900332221469
44,0.000351980792447412,89.97126173973083,2.6846506735333477,0.6121605038642883,0.8577136,0.860623396402554,0.5091609954833984,0.90066564,0.862172977368281,2.159706242248464,0.3258896470069885,0.93050027,0.9346251344028079,0.19616767764091492,0.96622455,0.9506733384838598
45,0.0003439643450572699,89.807443857193,2.724035979801243,0.6352331638336182,0.85178566,0.8537027607013479,0.5264869928359985,0.8970976,0.8562864091729098,2.1360470686812163,0.29401084780693054,0.9348784,0.9406301675542841,0.20075123012065887,0.9664799,0.9519628526984654
46,0.00033583402575975427,90.07182836532593,2.654333214392197,0.6001374125480652,0.8607682,0.8645240559072559,0.4899267256259918,0.9046166,0.8648990559286948,2.097512177866258,0.28699445724487305,0.93591833,0.9413291000375767,0.19559919834136963,0.96557546,0.9471913305677361
47,0.0003275997400965493,90.0987777709961,2.733154461374195,0.6375754475593567,0.8512458,0.8534027651436915,0.5343993902206421,0.8954319,0.8533444374822224,2.105107563094961,0.3005056381225586,0.9337156,0.9369940404791481,0.189395010471344,0.9665283,0.9487823930750248
48,0.00031927152027634115,90.08672976493835,2.64300922784034,0.5951934456825256,0.86190104,0.8639977951960435,0.4889179468154907,0.9048306,0.8667933163531291,2.121234683964621,0.3090782165527344,0.93065155,0.9361777208248147,0.19691312313079834,0.96515965,0.9463290730258936
49,0.000310859512952117,90.11777186393738,2.68360452435117,0.6153281331062317,0.85684574,0.8581343188543191,0.5077994465827942,0.90091115,0.8609439133239841,2.090022864246533,0.3104911148548126,0.93025434,0.9335532077886927,0.1902642697095871,0.9662256,0.9487335452701622
50,0.00030237396685903087,90.13616728782654,2.7069649624189682,0.6314317584037781,0.8527989,0.8553586231066642,0.5216484665870667,0.8980745,0.8561277811809727,2.1211543577305636,0.3051506280899048,0.9339594,0.9402913168158027,0.18897081911563873,0.96784574,0.9533491631139188
51,0.00029382522032789905,90.11315107345581,2.634170413602806,0.5901492834091187,0.8631593,0.8665426270393347,0.48865216970443726,0.904863,0.8637703047551831,2.100759549243185,0.2753552496433258,0.9400221,0.9471151592621911,0.2083156853914261,0.9644537,0.9469525177099304
52,0.00028522368868953626,89.76077246665955,2.686560951670386,0.6226469874382019,0.85506916,0.857817414762351,0.5151171684265137,0.8994347,0.8563165717588012,2.1024458919277853,0.2895113229751587,0.93623805,0.9427848071167344,0.19481909275054932,0.9659242,0.9495563156026995
53,0.00027657985158527945,89.68721079826355,2.6696530644407725,0.6099224090576172,0.8582399,0.8606925945451852,0.5112355351448059,0.9002291,0.8578625104460444,2.0747008482223372,0.3022345304489136,0.93219227,0.9361203249367974,0.18648019433021545,0.96686,0.9479813625010893
54,0.0002679042401991592,89.85135197639465,2.649717118386534,0.6079551577568054,0.8587092,0.8610841138599327,0.4940170347690582,0.90377367,0.862568289494012,2.077266696876336,0.29366788268089294,0.93578315,0.93853197370794,0.17983226478099823,0.96821845,0.9533262226457648
55,0.00025920742442727394,89.79217576980591,2.6669516054215228,0.6134818196296692,0.85734475,0.8594592576263834,0.5077196955680847,0.9009255,0.8591983294491579,2.059117094354439,0.29334890842437744,0.9344684,0.9388578370056643,0.17374500632286072,0.9694451,0.9533942004875895
56,0.0002504999999999999,89.94367480278015,2.6321678963445625,0.5938140749931335,0.8622737,0.8646383114950449,0.49493733048439026,0.9035636,0.8646183659077665,2.0700176455041945,0.3121148645877838,0.9298567,0.9346605057582215,0.17533165216445923,0.96926343,0.954521109710576
57,0.00024179257557272596,89.914559841156,2.6381403726390427,0.6020591259002686,0.8602112,0.861702631755012,0.494813472032547,0.90359163,0.8634526511394419,2.0607834760502755,0.29246607422828674,0.9347942,0.9394211231150353,0.17950350046157837,0.96816146,0.9492537160163877
58,0.00023309575980084063,89.76486563682556,2.636225633964286,0.594528317451477,0.86213046,0.8656565683800541,0.5027406215667725,0.901972,0.8627045036094438,2.069452840834672,0.2917681932449341,0.93469095,0.9395697703970738,0.19153451919555664,0.96612096,0.9496929489023418
59,0.0002244201484147204,89.68726587295532,2.607272781522498,0.5877411365509033,0.8637805,0.8660687281819314,0.47776132822036743,0.90708613,0.866717934964615,2.05909795500182,0.2809634506702423,0.93833065,0.9423402904563134,0.18363803625106812,0.96776855,0.9537304904658854
60,0.0002157763113104636,89.93178176879883,2.641792862480789,0.6084102392196655,0.85868895,0.8606645911907215,0.49825307726860046,0.90288377,0.8604876472868044,2.0488081915377983,0.2854439616203308,0.9360262,0.9385732207833312,0.16939789056777954,0.970213,0.9534566811613183
61,0.0002071747796721008,89.76952457427979,2.657311236910284,0.6123648881912231,0.8576465,0.8594481306227908,0.510301411151886,0.9004139,0.8580953086768719,2.0508387845109652,0.2966826558113098,0.9336326,0.9374776084442837,0.1757814735174179,0.96928674,0.9527807253126992
62,0.000198626033140969,89.96089267730713,2.5737489742077497,0.5729396939277649,0.8674778,0.8699930039805189,0.46325376629829407,0.9100363,0.8706583881751668,2.042172573927385,0.27797064185142517,0.93795544,0.9427077651334611,0.18710918724536896,0.9670889,0.9493182111592814
63,0.00019014048704788278,89.9229166507721,2.5688267101037168,0.5652017593383789,0.86942476,0.8720059462882885,0.4701603949069977,0.90863526,0.8704033294880931,2.06122432410908,0.2813946604728699,0.9383132,0.9443276041850448,0.18432095646858215,0.968333,0.9546673197021752
64,0.00018172847972365864,89.93455266952515,2.605014371462312,0.5816940069198608,0.8653072,0.8678494675641374,0.4887867867946625,0.9048269,0.8648701897768317,2.0436917027611434,0.29191476106643677,0.93450916,0.9404889505194395,0.17897145450115204,0.96822906,0.9513122168600103
65,0.00017340025990345055,90.06684494018555,2.6068249200137474,0.5867995619773865,0.86413217,0.8655954931927388,0.49154719710350037,0.9042663,0.8648968548159877,2.045029490435391,0.2815152406692505,0.9374615,0.9426863578992303,0.17252694070339203,0.9695124,0.9548940339857885
66,0.0001651659742402456,89.58548617362976,2.60706425136046,0.5872446894645691,0.8639708,0.8655853410533008,0.49026474356651306,0.90453154,0.8648635579367937,2.054691284949303,0.2816619873046875,0.93712187,0.9411586856873722,0.19367539882659912,0.9668151,0.9540716638625225
67,0.00015703565494272985,89.971994638443,2.6155041026412915,0.5894491672515869,0.86335593,0.8641823814695332,0.49561941623687744,0.90344214,0.861161654685229,2.03426304828483,0.282368928194046,0.93700343,0.9409713320224001,0.17855219542980194,0.9683345,0.9503228490920184
68,0.00014901920755258782,89.9534068107605,2.587019996947259,0.5782039761543274,0.86621016,0.8679632713251477,0.4794885814189911,0.9067457,0.8655868490256089,2.04182329418802,0.27964428067207336,0.9388396,0.9438621549636131,0.1761922687292099,0.9688642,0.9563338170287248
69,0.0001411263988761251,89.7722430229187,2.578669505127194,0.5744379162788391,0.8671151,0.8685397815657713,0.46985340118408203,0.90871227,0.866853717550368,2.051216150764059,0.27285540103912354,0.9397706,0.9446949137194226,0.19111870229244232,0.9672538,0.9562361557326365
70,0.00013336684508492025,89.81546568870544,2.5465278369750255,0.5583088994026184,0.8710953,0.8724351311979766,0.457773357629776,0.91118187,0.8707468386436283,2.0322818693457667,0.29110226035118103,0.9349241,0.9409508173227777,0.180064857006073,0.9682944,0.9499963680017703
71,0.00012575,89.70146608352661,2.5815812325542553,0.5746102929115295,0.86713696,0.8689687628812549,0.4822138249874115,0.9061898,0.8664986692222016,2.023027823181143,0.28451991081237793,0.9365281,0.9402834917741554,0.17628298699855804,0.9686999,0.9505988088580536
